Departure_2011,Ticket_class_description,Departure,Destination,Paid_fare,Supplier_name,Directorate
September,46135,UK,indiana,1000,putnam,Criminal & Detention Group
October,35117,UK,alabama,8,jefferson,OSCT
October,37205,UK,tennessee,55510,davidson,OSCT
September,35211,UK,alabama,800,jefferson,Strategic Director Border
September,37209,UK,tennessee,5250,davidson,Immigration Group
September,35226,UK,alabama,69541,jefferson,Strategic Director Border
September,37215,UK,tennessee,29456,davidson,Strategic Director Border
September,35055,UK,alabama,300,cullman,Strategic Director Border
September,47531,UK,indiana,4700,spencer,Strategic Director Border
September,37189,UK,tennessee,500,davidson,Immigration Group
October,47905,UK,indiana,250,tippecanoe,Strategic Director Border
September,35244,UK,alabama,1250,shelby,Crime & Policing Group
September,35180,UK,alabama,500,jefferson,Criminal & Detention Group
September,37073,UK,tennessee,7700,robertson,Strategic Director Border
September,35203,UK,alabama,7237,jefferson,Strategic Director Border
October,35209,UK,alabama,1000,jefferson,Criminal & Detention Group
September,35077,UK,alabama,1000,cullman,Crime & Policing Group
September,35205,UK,alabama,7900,jefferson,OSCT
September,37208,UK,tennessee,11100,davidson,Strategic Director Border
September,35756,UK,alabama,685,limestone,Crime & Policing Group
September,37228,UK,tennessee,1200,davidson,Strategic Director Border
September,37212,UK,tennessee,16300,davidson,Strategic Director Border
September,35233,UK,alabama,20,jefferson,Finance & Commercial Group
October,37067,UK,tennessee,2500,williamson,Strategic Director Border
September,37027,UK,tennessee,21993,davidson,OSCT
September,37203,UK,tennessee,258381,davidson,Criminal & Detention Group
September,35216,UK,alabama,16775,jefferson,Crime & Policing Group
October,37219,UK,tennessee,6312,davidson,Immigration Group
September,37091,UK,tennessee,250,marshall,Strategic Director Border
September,37201,UK,tennessee,4650,davidson,HROD
September,37204,UK,tennessee,11970,davidson,Strategic Director Border
September,35222,UK,alabama,3416,jefferson,Resource Management Group
September,46366,UK,indiana,11,starke,Strategic Director Border
October,35749,UK,alabama,2500,madison,Strategic Director Border
September,49117,UK,michigan,1050,berrien,Strategic Director Border
September,35670,UK,alabama,250,morgan,Immigration Group
September,47459,UK,indiana,100,owen,Immigration Group
September,35243,UK,alabama,2137,shelby,Crime & Policing Group
September,37210,UK,tennessee,600,davidson,Immigration Group
October,37206,UK,tennessee,1064,davidson,Immigration Group
September,35213,UK,alabama,6500,jefferson,Criminal & Detention Group
September,35824,UK,alabama,250,madison,International Group
September,35758,UK,alabama,460,madison,Immigration Group
December,47586,UK,indiana,1000,perry,Crime & Policing Group
September,35223,UK,alabama,17150,jefferson,Crime & Policing Group
October,37216,UK,tennessee,1000,davidson,Criminal & Detention Group
September,37211,UK,tennessee,365,davidson,Immigration Group
September,37046,UK,tennessee,500,marshall,Immigration Group
October,46350,UK,indiana,1000,laporte,Strategic Director Border
September,37115,UK,tennessee,1709,davidson,Crime & Policing Group
October,35242,UK,alabama,1520,shelby,Strategic Director Border
October,35215,UK,alabama,242,jefferson,Strategic Director Border
September,35806,UK,alabama,35,madison,Finance & Commercial Group
September,42261,UK,kentucky,20,butler,Immigration Group
September,46121,UK,indiana,2250,putnam,Strategic Director Border
October,35210,UK,alabama,500,jefferson,Strategic Director Border
October,37214,UK,tennessee,350,davidson,Science & Research Group
November,37217,UK,tennessee,500,davidson,Strategic Director Border
October,37014,UK,tennessee,500,rutherford,Strategic Director Border
September,35126,UK,alabama,416,jefferson,Strategic Director Border
October,37013,UK,tennessee,90,davidson,Finance & Commercial Group
November,46165,UK,indiana,2700,hendricks,International Group
December,37138,UK,tennessee,600,wilson,Crime & Policing Group
October,47429,UK,indiana,250,monroe,Strategic Director Border
September,32547,UK,florida,400,okaloosa,Resource Management Group
October,32548,UK,florida,1000,okaloosa,Strategic Director Border
October,35805,UK,alabama,500,madison,Science & Research Group
October,35810,UK,alabama,1050,madison,HROD
October,37075,UK,tennessee,2710,sumner,Strategic Director Border
September,37076,UK,tennessee,484,davidson,Strategic Director Border
October,49125,UK,michigan,1910,berrien,Crime & Policing Group
September,35173,UK,alabama,500,st. clair,Strategic Director Border
October,42134,UK,kentucky,10000,allen,Strategic Director Border
October,47403,UK,indiana,250,monroe,Crime & Policing Group
October,32579,UK,florida,500,okaloosa,Strategic Director Border
October,35801,UK,alabama,4950,madison,Strategic Director Border
September,47404,UK,indiana,2550,monroe,Resource Management Group
September,35046,UK,alabama,1000,chilton,Crime & Policing Group
October,35802,UK,alabama,6125,madison,Finance & Commercial Group
October,49106,UK,michigan,500,berrien,Strategic Director Border
October,46157,UK,indiana,500,morgan,Immigration Group
October,46118,UK,indiana,800,morgan,Immigration Group
October,35811,UK,alabama,1750,madison,Immigration Group
October,37148,UK,tennessee,1000,robertson,Strategic Director Border
September,49127,UK,michigan,250,berrien,Resource Management Group
September,47408,UK,indiana,8190,monroe,Policy & Strategy
October,47401,UK,indiana,20547,monroe,Immigration Group
October,37122,UK,tennessee,50,davidson,Strategic Director Border
October,35016,UK,alabama,10,cullman,HROD
October,35741,UK,alabama,2000,madison,Immigration Group
October,49085,UK,michigan,900,berrien,HROD
October,35763,UK,alabama,11800,madison,Strategic Director Border
September,42101,UK,kentucky,17000,butler,HROD
October,37160,UK,tennessee,1000,bedford,Strategic Director Border
September,37066,UK,tennessee,250,sumner,Strategic Director Border
October,32578,UK,florida,30,walton,Strategic Director Border
October,42104,UK,kentucky,20000,warren,Strategic Director Border
September,37128,UK,tennessee,3250,rutherford,Strategic Director Border
September,32541,UK,florida,750,okaloosa,Crime & Policing Group
September,49431,UK,michigan,750,mason,Crime & Policing Group
September,36066,UK,alabama,53,autauga,Crime & Policing Group
September,37129,UK,tennessee,10950,rutherford,Crime & Policing Group
September,49022,UK,michigan,1314,van buren,Resource Management Group
October,46151,UK,indiana,200,johnson,Immigration Group
October,46123,UK,indiana,300,hendricks,Resource Management Group
October,37020,UK,tennessee,2400,rutherford,HROD
October,46168,UK,indiana,14500,hendricks,Strategic Director Border
September,46112,UK,indiana,2200,boone,Strategic Director Border
October,49107,UK,michigan,50,berrien,Strategic Director Border
September,42103,UK,kentucky,15000,warren,Crime & Policing Group
October,49437,UK,michigan,80,muskegon,Strategic Director Border
October,46947,UK,indiana,250,cass,HROD
October,37130,UK,tennessee,300,rutherford,Immigration Group
September,32550,UK,florida,750,walton,Resource Management Group
September,42122,UK,kentucky,10000,allen,Crime & Policing Group
September,49103,UK,michigan,10,berrien,Crime & Policing Group
September,46075,UK,indiana,2500,boone,Immigration Group
September,46234,UK,indiana,1550,marion,Strategic Director Border
September,46563,UK,indiana,1100,starke,Strategic Director Border
September,35054,UK,alabama,200,st. clair,Strategy & International Group
September,46113,UK,indiana,250,morgan,Strategy & International Group
September,36104,UK,alabama,67679,montgomery,Strategy & International Group
September,36105,UK,alabama,1000,montgomery,Criminal & Detention Group
October,46628,UK,indiana,500,st. joseph,OSCT
October,47125,UK,indiana,1500,orange,OSCT
October,37087,UK,tennessee,1450,smith,Criminal & Detention Group
October,35125,UK,alabama,250,st. clair,Strategic Director Border
October,46278,UK,indiana,8709,marion,Resource Management Group
October,46214,UK,indiana,500,marion,Strategic Director Border
October,46077,UK,indiana,7375,marion,Criminal & Detention Group
October,36106,UK,alabama,1500,montgomery,Strategic Director Border
June,36110,UK,alabama,500,montgomery,Policy & Strategy
September,36049,UK,alabama,500,pike,Criminal & Detention Group
October,49445,UK,michigan,5,muskegon,Resource Management Group
October,49441,UK,michigan,300,muskegon,Strategic Director Border
October,42207,UK,kentucky,50,grayson,Strategic Director Border
October,46254,UK,indiana,500,marion,Crime & Policing Group
October,37360,UK,tennessee,250,coffee,Strategic Director Border
October,46224,UK,indiana,4000,marion,Criminal & Detention Group
November,46601,UK,indiana,585,st. joseph,Criminal & Detention Group
October,46241,UK,indiana,450,marion,OSCT
October,46613,UK,indiana,441,st. joseph,Immigration Group
September,49090,UK,michigan,293,van buren,Immigration Group
October,46614,UK,indiana,1000,st. joseph,Immigration Group
October,46501,UK,indiana,1250,marshall,OSCT
September,36109,UK,alabama,500,montgomery,Private Office
November,46556,UK,indiana,100,st. joseph,Criminal & Detention Group
October,46637,UK,indiana,10250,st. joseph,OSCT
October,47448,UK,indiana,9300,brown,SIG
October,36116,UK,alabama,2150,montgomery,Strategic Director Border
October,46617,UK,indiana,1531,st. joseph,Science & Research Group
October,47142,UK,indiana,1100,harrison,Finance & Commercial Group
October,46268,UK,indiana,1231,boone,Strategic Director Border
October,49635,UK,michigan,250,benzie,Strategic Director Border
October,46222,UK,indiana,388,marion,Criminal & Detention Group
October,46228,UK,indiana,4300,marion,Group HR
September,49456,UK,michigan,33,ottawa,HROD
October,49417,UK,michigan,527,ottawa,Crime & Policing Group
September,32459,UK,florida,1700,walton,HROD
September,49453,UK,michigan,2600,allegan,HROD
October,46217,UK,indiana,7700,marion,Immigration Group
October,46260,UK,indiana,4245,marion,Strategic Director Border
September,42171,UK,kentucky,250,edmonson,Immigration Group
October,46208,UK,indiana,4525,marion,Strategic Director Border
October,46545,UK,indiana,200,st. joseph,Strategic Director Border
October,36117,UK,alabama,1350,montgomery,Strategic Director Border
October,46544,UK,indiana,500,st. joseph,Resource Management Group
October,46225,UK,indiana,500,marion,Strategic Director Border
October,46202,UK,indiana,8333,marion,Strategic Director Border
October,36093,UK,alabama,200,elmore,Science & Research Group
October,46204,UK,indiana,239685,marion,Criminal & Detention Group
October,46032,UK,indiana,33658,hamilton,Strategic Director Border
October,37074,UK,tennessee,200,macon,Criminal & Detention Group
September,46074,UK,indiana,500,hamilton,Crime & Policing Group
September,46142,UK,indiana,200,johnson,Criminal & Detention Group
November,46205,UK,indiana,6450,marion,OSCT
December,46530,UK,indiana,1000,st. joseph,Strategic Director Border
October,37184,UK,tennessee,25,smith,Resource Management Group
October,47112,UK,indiana,1500,harrison,HROD
October,46227,UK,indiana,60,marion,Strategic Director Border
October,46240,UK,indiana,27947,marion,OSCT
October,46143,UK,indiana,3100,johnson,Immigration Group
October,49424,UK,michigan,3325,ottawa,Immigration Group
October,49408,UK,michigan,1150,allegan,Strategic Director Border
October,46220,UK,indiana,10140,marion,UKBA
October,37330,UK,tennessee,237,coffee,HROD
October,46902,UK,indiana,1250,tipton,Science & Research Group
October,49047,UK,michigan,8100,berrien,Science & Research Group
October,40108,UK,kentucky,600,meade,OSCT
September,46203,UK,indiana,2750,marion,Strategic Director Border
October,35160,UK,alabama,3480,clay,Crime & Policing Group
October,49423,UK,michigan,48,ottawa,Policy & Strategy
October,46218,UK,indiana,250,marion,Policy & Strategy
November,36064,UK,alabama,500,montgomery,Strategic Director Border
October,46107,UK,indiana,1000,marion,Crime & Policing Group
November,46033,UK,indiana,5700,hamilton,Strategic Director Border
November,46237,UK,indiana,1300,marion,Policy & Strategy
November,49616,UK,michigan,250,benzie,Strategic Director Border
September,49448,UK,michigan,100,muskegon,Finance & Commercial Group
October,46250,UK,indiana,3250,hamilton,Immigration Group
September,35769,UK,alabama,1100,jackson,Strategic Director Border
October,49056,UK,michigan,250,allegan,Strategic Director Border
September,46226,UK,indiana,1100,marion,Criminal & Detention Group
October,46131,UK,indiana,200,johnson,Crime & Policing Group
October,46219,UK,indiana,1300,marion,Immigration Group
October,37057,UK,tennessee,450,trousdale,Immigration Group
October,46062,UK,indiana,30,hamilton,Science & Research Group
October,46256,UK,indiana,8171,hamilton,Strategic Director Border
October,46038,UK,indiana,1000,hamilton,Immigration Group
September,40175,UK,kentucky,250,meade,IPS
October,46239,UK,indiana,3300,hancock,IPS
September,46550,UK,indiana,25,st. joseph,HROD
September,35901,UK,alabama,725,etowah,Immigration Group
October,49031,UK,michigan,400,cass,Strategic Director Border
October,46235,UK,indiana,270,marion,Criminal & Detention Group
October,46514,UK,indiana,300,elkhart,Criminal & Detention Group
October,46229,UK,indiana,2000,marion,Criminal & Detention Group
October,46236,UK,indiana,1500,marion,Criminal & Detention Group
November,37030,UK,tennessee,285,smith,Strategic Director Border
November,42127,UK,kentucky,1000,barren,CRB
November,47201,UK,indiana,750,bartholomew,CRB
November,32461,UK,florida,750,walton,CRB
November,46037,UK,indiana,3725,hamilton,CRB
October,40160,UK,kentucky,500,hardin,IPS
October,49683,UK,michigan,1750,benzie,IPS
October,49644,UK,michigan,225,lake,IPS
October,46110,UK,indiana,585,shelby,IPS
October,46055,UK,indiana,500,hamilton,IPS
October,42141,UK,kentucky,35250,barren,IPS
October,37375,UK,tennessee,450,franklin,IPS
October,32413,UK,florida,250,bay,IPS
October,49079,UK,michigan,2000,van buren,IPS
October,47274,UK,indiana,3548,brown,IPS
October,46163,UK,indiana,1000,shelby,IPS
October,47119,UK,indiana,500,floyd,IPS
October,46126,UK,indiana,1500,shelby,IPS
November,46542,UK,indiana,15,elkhart,IPS
November,42701,UK,kentucky,1250,hardin,IPS
November,49309,UK,michigan,880,newaygo,IPS
November,40272,UK,kentucky,1000,bullitt,IPS
November,36201,UK,alabama,7400,calhoun,IPS
November,46526,UK,indiana,33450,elkhart,IPS
October,36330,UK,alabama,200,dale,IPS
October,46036,UK,indiana,207,grant,IPS
October,40216,UK,kentucky,3250,jefferson,IPS
October,49327,UK,michigan,600,newaygo,IPS
October,47150,UK,indiana,4500,floyd,IPS
October,36010,UK,alabama,500,pike,IPS
October,49428,UK,michigan,300,ottawa,IPS
October,49643,UK,michigan,2700,benzie,IPS
October,47170,UK,indiana,250,scott,IPS
October,37110,UK,tennessee,250,van buren,IPS
October,46140,UK,indiana,2950,rush,IPS
October,40215,UK,kentucky,500,jefferson,IPS
November,49323,UK,michigan,11800,allegan,IPS
November,40214,UK,kentucky,10000,jefferson,IPS
October,46176,UK,indiana,450,shelby,IPS
October,46987,UK,indiana,2700,grant,IPS
October,40203,UK,kentucky,22500,jefferson,IPS
October,32408,UK,florida,575,bay,IPS
October,40208,UK,kentucky,10000,jefferson,IPS
October,36207,UK,alabama,250,calhoun,IPS
October,49654,UK,michigan,1000,leelanau,IPS
October,49544,UK,michigan,500,ottawa,IPS
October,40202,UK,kentucky,50250,jefferson,IPS
October,40217,UK,kentucky,500,jefferson,IPS
October,46011,UK,indiana,200,madison,IPS
October,40204,UK,kentucky,60001,jefferson,IPS
October,49315,UK,michigan,300,ottawa,IPS
October,37380,UK,tennessee,10,marion,IPS
November,47130,UK,indiana,2150,clark,IPS
November,42757,UK,kentucky,250,green,IPS
November,42748,UK,kentucky,10,larue,IPS
November,40206,UK,kentucky,45450,jefferson,IPS
October,49345,UK,michigan,100,kent,IPS
October,49504,UK,michigan,13231,kent,IPS
October,40165,UK,kentucky,500,bullitt,IPS
October,36083,UK,alabama,15,macon,IPS
October,49009,UK,michigan,1500,van buren,IPS
November,40205,UK,kentucky,82155,jefferson,IPS
October,40219,UK,kentucky,1000,jefferson,IPS
October,46013,UK,indiana,50,madison,IPS
October,42167,UK,kentucky,10000,monroe,IPS
October,49684,UK,michigan,1265,leelanau,IPS
October,49623,UK,michigan,500,lake,IPS
November,40229,UK,kentucky,250,bullitt,IPS
December,32405,UK,florida,1600,bay,IPS
October,49548,UK,michigan,300,kent,IPS
October,46952,UK,indiana,250,huntington,IPS
September,49503,UK,michigan,2550,kent,IPS
October,40218,UK,kentucky,300,jefferson,IPS
October,47111,UK,indiana,800,clark,IPS
November,49507,UK,michigan,300,kent,IPS
October,32401,UK,florida,1950,bay,IPS
October,40207,UK,kentucky,102442,jefferson,IPS
October,49505,UK,michigan,900,kent,IPS
November,32444,UK,florida,250,bay,IPS
November,40025,UK,kentucky,500,jefferson,IPS
November,37374,UK,tennessee,500,marion,IPS
November,47230,UK,indiana,1000,jefferson,IPS
October,49508,UK,michigan,600,kent,IPS
October,40228,UK,kentucky,250,jefferson,IPS
November,49670,UK,michigan,11670,leelanau,IPS
November,49006,UK,michigan,500,kalamazoo,IPS
November,49506,UK,michigan,12682,kent,IPS
November,49024,UK,michigan,2020,kalamazoo,IPS
October,40222,UK,kentucky,26000,jefferson,IPS
October,49525,UK,michigan,400,kent,IPS
October,49008,UK,michigan,6024,kalamazoo,IPS
October,36352,UK,alabama,500,geneva,IPS
October,35960,UK,alabama,750,cherokee,IPS
October,40059,UK,kentucky,87784,jefferson,IPS
October,40291,UK,kentucky,250,jefferson,IPS
October,49007,UK,michigan,7503,kalamazoo,IPS
October,40241,UK,kentucky,82200,oldham,IPS
November,40026,UK,kentucky,11750,oldham,IPS
October,32404,UK,florida,250,bay,IPS
October,40223,UK,kentucky,87008,jefferson,IPS
October,40047,UK,kentucky,265,spencer,IPS
November,36264,UK,alabama,2400,randolph,IPS
December,40299,UK,kentucky,535,jefferson,IPS
November,49546,UK,michigan,1565,kent,IPS
October,49686,UK,michigan,3673,grand traverse,IPS
October,40243,UK,kentucky,11158,jefferson,IPS
November,38501,UK,tennessee,20655,jackson,IPS
October,49341,UK,michigan,250,kent,IPS
October,49677,UK,michigan,200,lake,IPS
October,49343,UK,michigan,140,montcalm,IPS
November,47342,UK,indiana,250,delaware,IPS
October,46750,UK,indiana,407,huntington,IPS
October,40056,UK,kentucky,500,oldham,IPS
October,36374,UK,alabama,1600,dale,IPS
November,40245,UK,kentucky,5950,jefferson,IPS
October,49307,UK,michigan,300,mecosta,IPS
October,49301,UK,michigan,5600,kent,IPS
October,36305,UK,alabama,1000,geneva,IPS
October,36830,UK,alabama,240,macon,IPS
October,47243,UK,indiana,1050,jefferson,IPS
November,40004,UK,kentucky,10836,nelson,IPS
October,40014,UK,kentucky,3000,oldham,IPS
November,40023,UK,kentucky,250,spencer,IPS
November,49091,UK,michigan,250,st. joseph,IPS
October,47104,UK,indiana,1500,clark,IPS
October,49690,UK,michigan,350,antrim,IPS
October,49053,UK,michigan,195,kalamazoo,IPS
October,40031,UK,kentucky,2500,oldham,IPS
October,47250,UK,indiana,9,jefferson,IPS
October,49346,UK,michigan,250,mecosta,IPS
October,47303,UK,indiana,200,delaware,IPS
November,40071,UK,kentucky,250,spencer,IPS
November,40067,UK,kentucky,550,shelby,IPS
November,37350,UK,tennessee,3475,hamilton,IPS
November,49034,UK,michigan,110,calhoun,IPS
November,37377,UK,tennessee,5745,hamilton,IPS
November,30747,UK,georgia,450,walker,IPS
October,32456,UK,florida,500,gulf,IPS
October,38570,UK,tennessee,200,overton,IPS
October,37405,UK,tennessee,3500,marion,IPS
November,49052,UK,michigan,2500,kalamazoo,IPS
November,37402,UK,tennessee,5700,hamilton,IPS
November,37408,UK,tennessee,250,hamilton,IPS
November,46814,UK,indiana,250,allen,IPS
November,47037,UK,indiana,150,ripley,IPS
November,37403,UK,tennessee,4500,hamilton,IPS
November,49058,UK,michigan,225,barry,IPS
October,37415,UK,tennessee,2200,hamilton,IPS
November,42728,UK,kentucky,11500,taylor,IPS
November,37404,UK,tennessee,250,hamilton,IPS
November,49332,UK,michigan,10,mecosta,IPS
November,30728,UK,georgia,400,walker,IPS
October,30125,UK,georgia,200,floyd,IPS
November,32447,UK,florida,250,jackson,IPS
October,40033,UK,kentucky,10000,marion,IPS
November,37406,UK,tennessee,10000,hamilton,IPS
November,49612,UK,michigan,310,kalkaska,IPS
November,46804,UK,indiana,1000,allen,IPS
November,30165,UK,alabama,500,cherokee,IPS
November,30165,UK,georgia,500,chattooga,IPS
November,37411,UK,tennessee,1500,hamilton,IPS
November,49633,UK,michigan,5625,grand traverse,IPS
October,49015,UK,michigan,553,calhoun,IPS
November,32446,UK,florida,250,jackson,IPS
November,47006,UK,indiana,500,ripley,IPS
November,40065,UK,kentucky,3150,spencer,IPS
November,37343,UK,tennessee,520,hamilton,IPS
November,48881,UK,michigan,800,ionia,IPS
November,42758,UK,kentucky,250,taylor,IPS
November,30149,UK,georgia,250,floyd,IPS
November,41008,UK,kentucky,250,carroll,IPS
November,37379,UK,tennessee,200,hamilton,IPS
November,37421,UK,tennessee,2750,hamilton,IPS
November,47373,UK,indiana,216,jay,IPS
October,30161,UK,georgia,300,bartow,IPS
October,46807,UK,indiana,1000,allen,IPS
October,46819,UK,indiana,300,allen,IPS
November,46738,UK,indiana,100,dekalb,IPS
November,46825,UK,indiana,3819,allen,IPS
October,36875,UK,alabama,250,russell,IPS
November,46803,UK,indiana,35,allen,IPS
November,30117,UK,georgia,250,carroll,IPS
November,38571,UK,tennessee,1500,cumberland,IPS
November,49646,UK,michigan,3020,kalkaska,IPS
September,36870,UK,alabama,3500,russell,ISA
October,46815,UK,indiana,55,allen,ISA
October,42642,UK,kentucky,500,adair,ISA
October,46835,UK,indiana,300,allen,Strategic Director Border
October,38555,UK,tennessee,27,cumberland,Strategic Director Border
October,30740,UK,georgia,250,whitfield,Resource Management Group
October,38577,UK,tennessee,1200,fentress,Science & Research Group
October,49740,UK,michigan,500,emmet,Strategic Director Border
October,31904,UK,georgia,2600,muscogee,Resource Management Group
October,31906,UK,georgia,1000,muscogee,Strategic Director Border
October,49796,UK,michigan,1900,charlevoix,Policy & Strategy
October,42539,UK,kentucky,500,adair,Strategy & International Group
October,40342,UK,kentucky,3700,anderson,Immigration Group
November,39823,UK,georgia,2600,miller,Criminal & Detention Group
November,30721,UK,georgia,200,murray,Resource Management Group
October,49770,UK,michigan,750,emmet,Strategic Director Border
November,46733,UK,indiana,1000,allen,Strategic Director Border
October,30180,UK,georgia,265,paulding,Science & Research Group
October,32328,UK,florida,250,franklin,Science & Research Group
October,47374,UK,indiana,811,union,Science & Research Group
October,47060,UK,indiana,105,franklin,Strategic Director Border
October,40604,UK,kentucky,750,franklin,Immigration Group
November,40601,UK,kentucky,189583,shelby,Strategic Director Border
October,37312,UK,tennessee,7000,bradley,Strategic Director Border
October,47025,UK,indiana,225,dearborn,Strategic Director Border
November,40330,UK,kentucky,250,mercer,Strategic Director Border
December,42633,UK,kentucky,2000,wayne,Strategic Director Border
November,31807,UK,georgia,100,harris,Strategic Director Border
December,40422,UK,kentucky,800,boyle,Strategic Director Border
December,48858,UK,michigan,5660,isabella,Strategic Director Border
December,30121,UK,georgia,104,bartow,Strategic Director Border
December,48837,UK,michigan,450,clinton,Strategic Director Border
October,30134,UK,georgia,501,paulding,Resource Management Group
October,45056,UK,ohio,450,butler,Strategy & International Group
October,30135,UK,georgia,6355,douglas,Immigration Group
October,40383,UK,kentucky,11118,jessamine,Immigration Group
October,49781,UK,michigan,737,mackinac,OSCT
October,41091,UK,kentucky,8250,boone,Strategy & International Group
October,30265,UK,georgia,300,coweta,Science & Research Group
October,40347,UK,kentucky,38000,scott,Criminal & Detention Group
October,37854,UK,tennessee,250,cumberland,Immigration Group
October,40379,UK,kentucky,25,franklin,Immigration Group
November,30127,UK,georgia,500,cobb,Strategic Director Border
October,41048,UK,kentucky,250,boone,Resource Management Group
October,30101,UK,georgia,1250,bartow,Resource Management Group
October,37880,UK,tennessee,750,meigs,Resource Management Group
November,45233,UK,ohio,250,hamilton,OSCT
October,48801,UK,michigan,1787,gratiot,OSCT
October,48653,UK,michigan,1280,roscommon,Strategy & International Group
October,48827,UK,michigan,200,eaton,Strategy & International Group
October,45248,UK,ohio,50,hamilton,Strategy & International Group
October,49250,UK,michigan,250,jackson,Immigration Group
November,30122,UK,georgia,250,douglas,Science & Research Group
October,41042,UK,kentucky,5409,kenton,Strategic Director Border
October,45247,UK,ohio,250,hamilton,Resource Management Group
October,32322,UK,florida,1000,franklin,Resource Management Group
October,30152,UK,georgia,250,cobb,OSCT
November,48917,UK,michigan,1275,ingham,Strategic Director Border
November,41094,UK,kentucky,4024,kenton,Strategic Director Border
November,49738,UK,michigan,2950,kalkaska,Crime & Policing Group
October,30102,UK,georgia,212,cherokee,OSCT
November,32351,UK,florida,300,gadsden,OSCT
November,45238,UK,ohio,250,hamilton,OSCT
October,40510,UK,kentucky,250,fayette,OSCT
October,30064,UK,georgia,935,cobb,Finance & Commercial Group
November,30144,UK,georgia,488,cobb,Resource Management Group
October,30213,UK,georgia,860,fulton,Strategy & International Group
October,49269,UK,michigan,20,jackson,Science & Research Group
November,48847,UK,michigan,1090,gratiot,Strategic Director Border
October,42503,UK,kentucky,10000,pulaski,Finance & Commercial Group
October,30290,UK,georgia,500,fayette,HROD
October,40513,UK,kentucky,15250,fayette,Science & Research Group
October,48820,UK,michigan,550,clinton,Strategic Director Border
October,45822,UK,ohio,1400,mercer,Immigration Group
October,45891,UK,ohio,3,van wert,HROD
October,45239,UK,ohio,50,hamilton,Strategic Director Border
October,40356,UK,kentucky,18750,jessamine,Communications
December,30269,UK,georgia,5751,fayette,Strategic Director Border
October,48911,UK,michigan,376,eaton,Crime & Policing Group
October,41017,UK,kentucky,56762,kenton,Crime & Policing Group
October,40514,UK,kentucky,1750,fayette,Strategic Director Border
October,45204,UK,ohio,40,hamilton,Crime & Policing Group
October,48906,UK,michigan,582,ingham,Immigration Group
October,30126,UK,georgia,1400,cobb,HROD
October,30336,UK,georgia,1150,fulton,Science & Research Group
October,48921,UK,michigan,210,ingham,GEO
November,48933,UK,michigan,257929,ingham,Strategic Director Border
October,40324,UK,kentucky,7500,bourbon,GEO
October,45014,UK,ohio,300,butler,UKBA Communications
October,49266,UK,michigan,250,hillsdale,Strategy & International Group
October,41016,UK,kentucky,250,kenton,Strategy & International Group
October,48910,UK,michigan,405,ingham,Resource Management Group
November,30060,UK,georgia,3700,cobb,Strategic Director Border
November,45231,UK,ohio,200,hamilton,Strategic Director Border
October,42501,UK,kentucky,6500,pulaski,Policy & Strategy
October,40504,UK,kentucky,6450,fayette,Immigration Group
October,45223,UK,ohio,250,hamilton,Immigration Group
November,30082,UK,georgia,6900,cobb,Finance & Commercial Group
October,45224,UK,ohio,295,hamilton,Strategic Director Border
October,40503,UK,kentucky,13955,fayette,Strategic Director Border
October,45240,UK,ohio,600,hamilton,Crime & Policing Group
October,30331,UK,georgia,7770,fulton,Immigration Group
October,48842,UK,michigan,360,ingham,Immigration Group
October,48912,UK,michigan,766,ingham,Strategic Director Border
October,45011,UK,ohio,2050,butler,Strategic Director Border
October,41011,UK,kentucky,20625,kenton,Immigration Group
October,45220,UK,ohio,5850,hamilton,Crime & Policing Group
October,30066,UK,georgia,700,cobb,Strategic Director Border
November,40511,UK,kentucky,52307,fayette,Immigration Group
October,45202,UK,ohio,6254,hamilton,Strategic Director Border
October,37763,UK,tennessee,500,roane,Strategic Director Border
November,30080,UK,georgia,1010,cobb,Strategic Director Border
October,40507,UK,kentucky,6000,fayette,Strategic Director Border
November,45217,UK,ohio,600,hamilton,Strategic Director Border
November,41015,UK,kentucky,1000,kenton,Strategic Director Border
October,40508,UK,kentucky,8450,fayette,Strategic Director Border
October,30349,UK,georgia,1915,fulton,Strategy & International Group
October,45229,UK,ohio,1079,hamilton,Resource Management Group
October,40517,UK,kentucky,500,fayette,Strategic Director Border
October,45206,UK,ohio,23100,hamilton,Strategic Director Border
October,41071,UK,kentucky,3100,campbell,Policy & Strategy
October,40502,UK,kentucky,41318,fayette,Legal Advisors Branch
November,30188,UK,georgia,475,cherokee,Immigration Group
October,30214,UK,georgia,750,fayette,Finance & Commercial Group
October,30067,UK,georgia,2850,cobb,Strategic Director Border
October,30062,UK,georgia,4820,cobb,Legal Advisors Branch
October,30009,UK,georgia,1060,fulton,Strategic Director Border
November,45246,UK,ohio,1800,hamilton,Strategic Director Border
November,48823,UK,michigan,7160,ingham,OSCT
October,30311,UK,georgia,1900,fulton,Group HR
October,45207,UK,ohio,5,hamilton,Science & Research Group
October,30540,UK,georgia,2700,gilmer,Strategic Director Border
October,30339,UK,georgia,11100,cobb,HROD
November,37874,UK,tennessee,1200,monroe,Immigration Group
October,48624,UK,michigan,200,gladwin,Strategic Director Border
October,30215,UK,georgia,951,clayton,Immigration Group
October,45237,UK,ohio,7000,hamilton,Criminal & Detention Group
October,45215,UK,ohio,52700,hamilton,Criminal & Detention Group
October,45212,UK,ohio,70,hamilton,Strategic Director Border
October,40515,UK,kentucky,2975,clark,Strategic Director Border
